STUDYID,Theorystandardized_corrected,IVConstruct,IVVariableLabel,IVMean,IVSD,Stakeholdergroup,Stakeholdergroupsubcategory,PerformanceVariableLabel,PerformanceMean,PerformanceSD,PerformanceIVCorrelation,PerformanceIVCorrelation_corrected,Nofobs,Noffirms
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,CUS,CUS4,New products development,3.36,0.9,-0.02,-0.02,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,CUS,CUS4,New products development,3.36,0.9,0.11,0.11,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,EMP,EMP1,Employee retention,3.44,0.84,0.04,0.04,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,EMP,EMP1,Employee retention,3.44,0.84,0.02,0.02,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,EMP,EMP1,Employee retention,3.44,0.84,0.04,0.04,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,EMP,EMP1,Employee retention,3.44,0.84,-0.08,-0.08,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,EMP,EMP2,Employee satisfaction,3.23,0.73,0.06,0.06,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,EMP,EMP2,Employee satisfaction,3.23,0.73,0.01,0.01,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,EMP,EMP2,Employee satisfaction,3.23,0.73,-0.01,-0.01,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,EMP,EMP2,Employee satisfaction,3.23,0.73,-0.06,-0.06,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,EMP,EMP3,Diversity,2.51,0.84,0.06,0.06,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,EMP,EMP3,Retention-oriented compensation,3.69,0.45,0.14,0.14,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,EMP,EMP3,Seniority-based compensation,3.03,0.74,-0.11,-0.11,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,EMP,EMP3,Structural training and development,3.24,0.57,0.16,0.16,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,EMP,EMP3,Diversity,2.51,0.84,0.07,0.07,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,EMP,EMP3,Retention-oriented compensation,3.69,0.45,0.08,0.08,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,EMP,EMP3,Seniority-based compensation,3.03,0.74,-0.09,-0.09,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,EMP,EMP3,Structural training and development,3.24,0.57,0.11,0.11,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,EMP,EMP3,Diversity,2.51,0.84,0.2,0.2,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,EMP,EMP3,Retention-oriented compensation,3.69,0.45,-0.13,-0.13,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,EMP,EMP3,Seniority-based compensation,3.03,0.74,0.21,0.21,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,EMP,EMP3,Structural training and development,3.24,0.57,-0.09,-0.09,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,EMP,EMP3,Diversity,2.51,0.84,-0.26,-0.26,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,EMP,EMP3,Retention-oriented compensation,3.69,0.45,-0.1,-0.1,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,EMP,EMP3,Seniority-based compensation,3.03,0.74,0.01,0.01,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,EMP,EMP3,Structural training and development,3.24,0.57,-0.17,-0.17,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,INV,INV3,Net profit,3.54,0.92,0.2,0.2,253,253
ntll98ijhrm,Cultural values framework,In-group mentality,American firms,0.32,0.47,INV,INV3,Sales,3.72,0.85,0.16,0.16,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,INV,INV3,Net profit,3.54,0.92,0.06,0.06,253,253
ntll98ijhrm,Cultural values framework,Individualism,British firms,0.13,0.34,INV,INV3,Sales,3.72,0.85,0.03,0.03,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,INV,INV3,Net profit,3.54,0.92,-0.1,-0.1,253,253
ntll98ijhrm,Cultural values framework,Collectivism ,Japanese firms,0.15,0.36,INV,INV3,Sales,3.72,0.85,-0.07,-0.07,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,INV,INV3,Net profit,3.54,0.92,-0.16,-0.16,253,253
ntll98ijhrm,Cultural values framework,China system,Local Chinese firms,0.39,0.49,INV,INV3,Sales,3.72,0.85,-0.12,-0.12,253,253
pb00amj,Agency theory,Percentage of women,Percentage of women,47.14,39.18,INV,INV4,Profit-sales growth,7.81,29.48,0.09,0.09,308,308
pb00amj,Institutional theory,Industry,Industry type,0.73,0.44,EMP,EMP3,Benefits,0.73,0.33,-0.19,-0.19,308,308
pb00amj,Institutional theory,Industry,Industry type,0.73,0.44,EMP,EMP3,Grievance procedure,0.69,0.46,-0.08,-0.08,308,308
pb00amj,Institutional theory,Industry,Industry type,0.73,0.44,EMP,EMP3,Incentive compensation,2.62,0.6,0.06,0.06,308,308
pb00amj,Institutional theory,Industry,Industry type,0.73,0.44,INV,INV3,Market performance,2.84,0.76,0.09,0.09,308,308
pb00amj,Institutional theory,Industry,Industry type,0.73,0.44,INV,INV3,Organizational performance,3.06,0.62,0.12,0.12,308,308
pb00amj,Institutional theory,Nonprofit status,Nonprofit status,1.35,0.48,INV,INV3,Market performance,2.84,0.76,,,308,308
pb00amj,Institutional theory,Nonprofit status,Nonprofit status,1.35,0.48,INV,INV3,Organizational performance,3.06,0.62,,,308,308
pb00amj,Institutional theory,Industry,Industry type,0.73,0.44,INV,INV4,Profit-sales growth,7.81,29.48,0.11,0.11,308,308
pb00amj,Institutional theory,Nonprofit status,Nonprofit status,1.35,0.48,INV,INV4,Profit-sales growth,7.81,29.48,,,308,308
pb00amj,Institutional theory,Subsidiary,Subsidiary,1.46,0.5,INV,INV4,Profit-sales growth,7.81,29.48,0.04,0.04,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,EMP,EMP3,Benefits,0.73,0.33,0.36,0.36,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,EMP,EMP3,Decentralized decision making,3.47,0.97,0.33,0.33,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,EMP,EMP3,Grievance procedure,0.69,0.46,0.22,0.22,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,EMP,EMP3,Incentive compensation,2.62,0.6,0.13,0.13,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,INV,INV3,Market performance,2.84,0.76,-0.09,-0.09,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,INV,INV3,Market performance,2.84,0.76,-0.09,-0.09,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,INV,INV3,Organizational performance,3.06,0.62,-0.12,-0.12,308,308
pb00amj,Resource-based view,Subsidiary,Subsidiary,1.46,0.5,INV,INV3,Organizational performance,3.06,0.62,0.02,0.02,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,INV,INV4,Profit-sales growth,7.81,29.48,-0.1,-0.1,308,308
pb00amj,Resource-based view,Firm age,Firm age,3.17,1.13,INV,INV4,Profit-sales growth,,,-0.1,-0.1,308,308
pb00amj,Stakeholder theory,Union pressure,Union pressure,1.38,0.61,INV,INV3,Market performance,2.84,0.76,0.04,0.04,308,308
pb00amj,Stakeholder theory,Union pressure,Union pressure,1.38,0.61,INV,INV3,Organizational performance,3.06,0.62,-0.12,-0.12,308,308
pb00amj,Stakeholder theory,Union pressure,Union pressure,1.38,0.61,INV,INV4,Profit-sales growth,7.81,29.48,0.02,0.02,308,308
pb00amj,Strategic HRM theories: Configurational view,Leave policies,,0.52,0.58,EMP,EMP3,Benefits,0.73,0.33,,,308,308
pb00amj,Strategic HRM theories: Configurational view,Leave policies,,0.52,0.58,EMP,EMP3,Decentralized decision making,3.47,0.97,,,308,308
pb00amj,Strategic HRM theories: Configurational view,Leave policies,,0.52,0.58,EMP,EMP3,Grievance procedure,0.69,0.46,,,308,308
pb00amj,Strategic HRM theories: Configurational view,Leave policies,,0.52,0.58,EMP,EMP3,Incentive compensation,2.62,0.6,,,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,EMP,EMP3,Benefits,0.73,0.33,0.37,0.37,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,EMP,EMP3,Decentralized decision making,3.47,0.97,0.32,0.32,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,EMP,EMP3,Grievance procedure,0.69,0.46,0.31,0.31,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,EMP,EMP3,Incentive compensation,2.62,0.6,0.13,0.13,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,EMP,EMP3,Benefits,0.73,0.33,0.63,0.63,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,EMP,EMP3,Decentralized decision making,3.47,0.97,0.38,0.38,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,EMP,EMP3,Grievance procedure,0.69,0.46,0.51,0.51,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,EMP,EMP3,Incentive compensation,2.62,0.6,0.13,0.13,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,INV,INV3,Market performance,2.84,0.76,0.16,0.16,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,INV,INV3,Organizational performance,3.06,0.62,0.09,0.09,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,INV,INV3,Market performance,2.84,0.76,0.2,0.2,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,INV,INV3,Organizational performance,3.06,0.62,0.18,0.18,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Staffing selectivity,0.07,0.82,INV,INV4,Profit-sales growth,7.81,29.48,0.13,0.13,308,308
pb00amj,Strategic HRM theories: Configurational view,Progressive HR practices ,Training effectiveness,0.05,0.9,INV,INV4,Profit-sales growth,7.81,29.48,0.08,0.08,308,308
pb00amj,Work-life HRM,Less traditional dependent care,,1.56,0.76,EMP,EMP3,Benefits,0.73,0.33,,,308,308
pb00amj,Work-life HRM,Traditional dependent care,,1.51,0.42,EMP,EMP3,Benefits,0.73,0.33,,,308,308
pb00amj,Work-life HRM,Less traditional dependent care,,1.56,0.76,EMP,EMP3,Decentralized decision making,3.47,0.97,,,308,308
pb00amj,Work-life HRM,Traditional dependent care,,1.51,0.42,EMP,EMP3,Decentralized decision making,3.47,0.97,,,308,308
pb00amj,Work-life HRM,Less traditional dependent care,,1.56,0.76,EMP,EMP3,Grievance procedure,0.69,0.46,,,308,308
pb00amj,Work-life HRM,Traditional dependent care,,1.51,0.42,EMP,EMP3,Grievance procedure,0.69,0.46,,,308,308
pb00amj,Work-life HRM,Less traditional dependent care,,1.56,0.76,EMP,EMP3,Incentive compensation,2.62,0.6,,,308,308
pb00amj,Work-life HRM,Traditional dependent care,,1.51,0.42,EMP,EMP3,Incentive compensation,2.62,0.6,,,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,EMP,EMP3,Benefits,0.73,0.33,-0.04,-0.04,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,EMP,EMP3,Decentralized decision making,3.47,0.97,-0.09,-0.09,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,EMP,EMP3,Grievance procedure,0.69,0.46,0.11,0.11,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,EMP,EMP3,Incentive compensation,2.62,0.6,0.04,0.04,308,308
pb00amj,Work-life HRM,Leave policies,Leave policies,0.52,0.58,INV,INV3,Market performance,2.84,0.76,,,308,308
pb00amj,Work-life HRM,Leave policies,Leave policies,0.52,0.58,INV,INV3,Organizational performance,3.06,0.62,,,308,308
pb00amj,Work-life HRM,Less traditional dependent care,Less traditional dependent care,1.56,0.76,INV,INV3,Market performance,2.84,0.76,,,308,308
pb00amj,Work-life HRM,Less traditional dependent care,Less traditional dependent care,1.56,0.76,INV,INV3,Organizational performance,3.06,0.62,,,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,INV,INV3,Market performance,2.84,0.76,0.11,0.11,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,INV,INV3,Market performance,2.84,0.76,0.11,0.11,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,INV,INV3,Organizational performance,3.06,0.62,0.02,0.02,308,308
pb00amj,Work-life HRM,Traditional dependent care,Traditional dependent care,1.51,0.42,INV,INV3,Market performance,2.84,0.76,,,308,308
pb00amj,Work-life HRM,Traditional dependent care,Traditional dependent care,1.51,0.42,INV,INV3,Organizational performance,3.06,0.62,,,308,308
pb00amj,Work-life HRM,Leave policies,Leave policies,0.52,0.58,INV,INV4,Profit-sales growth,7.81,29.48,,,308,308
pb00amj,Work-life HRM,Less traditional dependent care,Less traditional dependent care,1.56,0.76,INV,INV4,Profit-sales growth,7.81,29.48,,,308,308
pb00amj,Work-life HRM,Percentage of women,Percentage of women,47.14,39.18,INV,INV4,Profit-sales growth,7.81,29.48,0.09,0.09,308,308
pb00amj,Work-life HRM,Traditional dependent care,Traditional dependent care,1.51,0.42,INV,INV4,Profit-sales growth,7.81,29.48,,,308,308
pwr09amj,Competitive advantages,Retail density,Retail density,0,1,INV,INV1,Sales/employee 4,,,0.05,0.05,114198,114198
r92aos,Resource-based view,Strategic posture ,PUBAFF,14.188,12.642,INV,INV4,MGRROE,27.835,111.035,-0.036,-0.036,130,130
r92aos,Resource-based view,Strategic posture ,PUBAFF,14.188,12.642,SOC,SOC2,FOUND,0.725,0.4522,0.256,0.26,130,130
r92aos,Resource-based view,age,age,53.346,25.197,SOC,SOC5,SOCDIS,,,0.303,0.303,130,130
r92aos,Stakeholder theory,Stakeholder power,PAC,83982,88149,INV,INV4,MGRROE,27.835,111.035,-0.312,-0.312,130,130
r92aos,Stakeholder theory,Stakeholder power,PAC,83982,88149,SOC,SOC2,FOUND,0.725,0.4522,0.138,0.14,130,130
r92aos,Stakeholder theory,Economic performance,BETA,0.693,0.293,SOC,SOC5,SOCDIS,,,-0.231,-0.231,130,130
r92aos,Stakeholder theory,Stakeholder power,DERATIO,1.967,5.108,SOC,SOC5,SOCDIS,,,0.037,0.037,130,130
r92aos,Stakeholder theory,Stakeholder power,PAC,83982,88149,SOC,SOC5,SOCDIS,,,0.172,0.172,130,130
r92aos,Stakeholder theory,Stakeholder power,PSH,9.417,16.588,SOC,SOC5,SOCDIS,,,-0.172,-0.172,130,130
r92aos,Stakeholder theory,Strategic posture ,PUBAFF,14.188,12.642,SOC,SOC5,SOCDIS,,,0.206,0.206,130,130
rbm09jbe,Stakeholder theory,Corporate social responsibility,Corporate social responsibility,3.86,0.45,CUS,CUS3,Corporate reputation,4.34,0.49,0.41,0.41,280,280
rbm09jbe,Stakeholder theory,Corporate social responsibility,Corporate social responsibility,3.86,0.45,EMP,EMP1,Employee commitment,4.29,0.56,0.44,0.44,280,280
rbm09jbe,Stakeholder theory,Corporate social responsibility,Corporate social responsibility,3.86,0.45,INV,INV3,Financial performance,3.32,0.55,0.3,0.3,280,280
rffa98jom,Resource-based view,Learning,Learning,,,CUS,CUS2,Customer satisfaction,,,0.482,0.482,43,43
rffa98jom,Resource-based view,Learning,Learning,,,CUS,CUS4,Continuous improvement,,,0.591,0.591,43,43
rffa98jom,Resource-based view,Learning,Learning,,,CUS,CUS4,Visionary leadership,,,0.293,0.293,43,43
rffa98jom,Resource-based view,Learning,Learning,,,EMP,EMP2,Employee fulfillment,,,-0.045,-0.05,43,43
rffa98jom,Resource-based view,Learning,Learning,,,EMP,EMP3,Internal and external cooperatiom,,,0.604,0.604,43,43
rffa98jom,Total quality management theory,Process management,Process management ,,,CUS,CUS2,Customer satisfaction,,,0.298,0.3,43,43
rffa98jom,Total quality management theory,Process management,Process management ,,,CUS,CUS4,Continuous improvement,,,0.613,0.613,43,43
rffa98jom,Total quality management theory,Process management,Process management ,,,CUS,CUS4,Visionary leadership,,,0.374,0.374,43,43
rffa98jom,Total quality management theory,Process management,Process management ,,,EMP,EMP2,Employee fulfillment,,,0.023,0.023,43,43
rffa98jom,Total quality management theory,Process management,Process management ,,,EMP,EMP3,Internal and external cooperatiom,,,0.531,0.531,43,43
s14isbj,Competitive advantages,Strategy,Strategy,0.47,0.45,CUS,CUS4,"Innovation, 2007",,,0.67,0.67,336,336
s14isbj,Competitive advantages,Strategy,Strategy,0.47,0.45,CUS,CUS4,"Innovation, 2011",,,0.71,0.71,336,336
s14isbj,Competitive advantages,Strategy,Strategy,0.47,0.45,EMP,EMP1,"Labor turnover, 2007",,,-0.27,0.27,336,336
s14isbj,Competitive advantages,Strategy,Strategy,0.47,0.45,EMP,EMP1,"Labor turnover, 2011",,,-0.28,-0.28,336,336
s14isbj,Competitive advantages,Strategy,Strategy,0.47,0.45,INV,INV3,"Financial performance, 2007",,,0.38,0.38,336,336
s14isbj,Competitive advantages,Strategy,Strategy,0.47,0.45,INV,INV3,"Financial performance, 2011",,,0.45,0.45,336,336
s14isbj,Institutional theory,Industry,Industry (services),0.62,0.19,INV,INV1," Financial performance, 2011",,,0.12,0.12,336,336
s14isbj,Institutional theory,Industry,Industry (services),0.62,0.19,INV,INV3,"Financial performance, 2007",,,0.16,0.16,336,336
s14isbj,Resource-based view,Age,Age,26.43,30.15,CUS,CUS4,"Innovation, 2007",,,0.22,0.22,336,336
s14isbj,Resource-based view,Age,Age,26.43,30.15,CUS,CUS4,"Innovation, 2011",,,0.27,0.27,336,336
s14isbj,Resource-based view,Firm age,Firm age,26.43,30.15,CUS,CUS4," Innovation, 2007",,,0.22,0.22,336,336
s14isbj,Resource-based view,Firm age,Firm age,26.43,30.15,CUS,CUS4," Innovation, 2011",,,0.27,0.27,336,336
s14isbj,Resource-based view,Age,Age,26.43,30.15,EMP,EMP1,"Labor turnover, 2007",,,0.21,-0.21,336,336
s14isbj,Resource-based view,Age,Age,26.43,30.15,EMP,EMP1,"Labor turnover, 2011",,,0.16,0.16,336,336
s14isbj,Resource-based view,Firm age,Firm age,26.43,30.15,EMP,EMP1," Labour turnover, 2011",,,0.16,-0.16,336,336
s14isbj,Resource-based view,Firm age,Firm age,26.43,30.15,EMP,EMP1,"Labour turnover, 2007",,,0.21,-0.21,336,336
s14isbj,Resource-based view,Firm size,Firm size,38.1,26.44,EMP,EMP1," Labour turnover, 2011",,,0.19,-0.19,336,336
s14isbj,Resource-based view,Firm age,Firm age,26.43,30.15,EMP,EMP3, HRM 2007 index,,,0.25,0.25,336,336
s14isbj,Resource-based view,Firm age,Firm age,26.43,30.15,EMP,EMP3,HRM 2011 index,,,0.28,0.28,336,336
s14isbj,Resource-based view,Firm size,Firm size,38.1,26.44,EMP,EMP3, HRM 2007 index,,,0.31,0.31,336,336
s14isbj,Resource-based view,Age,Age,26.43,30.15,INV,INV3,"Financial performance, 2007",,,0.33,0.33,336,336
s14isbj,Resource-based view,Age,Age,26.43,30.15,INV,INV3,"Financial performance, 2011",,,0.35,0.35,336,336
sc02amj,Power circulation theory,Successor type,Contender successor,0.18,0.38,EMP,EMP1,Senior executive turnover,0.17,0.11,0.21,-0.21,228,228
sc02amj,Power circulation theory,Successor type,Outsider successor,0.12,0.33,EMP,EMP1,Senior executive turnover,0.17,0.11,0.21,-0.21,228,228
sc02amj,Power circulation theory,Successor type,Contender successor,0.18,0.38,INV,INV1,Firm ROA,3.56,5.25,-0.01,-0.01,228,228
sc02amj,Power circulation theory,Successor type,Contender successor,0.18,0.38,INV,INV1,Presuccession Firm ROA,4.34,4.76,0.01,0.01,228,228
sc02amj,Power circulation theory,Successor type,Outsider successor,0.12,0.33,INV,INV1,Firm ROA,3.56,5.25,-0.18,-0.18,228,228
sc02amj,Power circulation theory,Successor type,Outsider successor,0.12,0.33,INV,INV1,Presuccession Firm ROA,4.34,4.76,0.02,0.02,228,228
sdjl05amj,Social capital theory,Social capital losses ,Social capital losses ,0.97,0.16,EMP,EMP1,Turnover rate,0.46,0.1,-0.03,0.03,2198,38
sdjl05amj,Social capital theory,Social capital losses ,Social capital losses ,0.97,0.16,INV,INV1,Productivity,10762,2091,0.24,0.24,2198,38
sdjl05amj,Social capital theory,Social capital losses ,Social capital losses ,0.97,0.16,INV,INV3,In-role performance losses,0.97,0.04,0.08,-0.08,2198,38
sdjl05amj,Social capital theory,Social capital losses ,Social capital losses ,0.97,0.16,INV,INV4,Change in productivity,1452,2043,0.36,0.36,2198,38
sdjl05amj,Social capital theory,Social capital losses ,Social capital losses ,0.97,0.16,INV,INV4,Change in sales,105944,145562,0.4,0.4,2198,38
sgd05amj,Social exchange theory,Voluntary turnover,Voluntary turnover,0.17,0.22,EMP,EMP3,Unionization,0.39,0.49,-0.21,-0.21,356,356
sgd05amj,Strategic HRM theories: Configurational view,HRM inducements and investments,HRM index,0,0.44,EMP,EMP3,Unionization,0.39,0.49,0.16,0.16,356,356
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,CUS,CUS2,Customer satisfaction,5.205,1.399,0.312,0.312,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,CUS,CUS2,Customer satisfaction,5.205,1.399,0.201,0.201,224,224
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,CUS,CUS4,Delivery,4.898,1.18,0.266,0.266,224,224
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,CUS,CUS4,New product flexibility,3.821,1.155,0.263,0.263,224,224
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,CUS,CUS4,Product-process integration,3.944,1.221,0.531,0.531,224,224
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,CUS,CUS4,Quality,5.342,0.928,0.202,0.202,224,224
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,CUS,CUS4,Strategic customer integration,4.829,1.121,0.29,0.29,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,CUS,CUS4,Delivery,4.898,1.18,0.284,0.284,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,CUS,CUS4,New product flexibility,3.821,1.155,0.223,0.223,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,CUS,CUS4,Product-process integration,3.944,1.221,0.694,0.694,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,CUS,CUS4,Quality,5.342,0.928,0.14,0.14,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,CUS,CUS4,Strategic customer integration,4.829,1.121,0.258,0.258,224,224
snw07jom,Competitive advantages,Corporate strategy integration,Corporate supplier integration,3.876,1.084,INV,INV3,Market performance,4.622,1.352,0.314,0.314,224,224
snw07jom,Competitive advantages,Strategic supplier integration,Strategic supplier integration,4.763,1.137,INV,INV3,Market performance,4.622,1.352,0.293,0.293,224,224
ss07etp,Competitive advantages,competitive intensity,competitive intensity,,,CUS,CUS4,Generic differentiation,,,-0.19,-0.19,198,198
ss07etp,Competitive advantages,degree of global integration,degree of global integration,,,CUS,CUS4,Generic differentiation,,,0.69,0.69,198,198
ss07etp,Competitive advantages,Differentiation mktg. exp.,Differentiation mktg. exp.,,,CUS,CUS4,Generic differentiation,,,0.3,0.3,198,198
ss07etp,Competitive advantages,Differentiation tech. exp.,Differentiation tech. exp.,,,CUS,CUS4,Generic differentiation,,,0.48,0.48,198,198
ss07etp,Competitive advantages,Low cost indus. exp,Low cost indus. exp,,,CUS,CUS4,Generic differentiation,,,0.07,0.07,198,198
ss07etp,Competitive advantages,Strategic breadth,Strategic breadth,,,CUS,CUS4,Generic differentiation,,,0.36,0.36,198,198
ss07etp,Competitive advantages,competitive intensity,competitive intensity,,,INV,INV1,Profitability,,,-0.03,-0.03,198,198
ss07etp,Competitive advantages,Differentiation mktg. exp.,Differentiation mktg. exp.,,,INV,INV1,Profitability,,,-0.09,-0.09,198,198
ss07etp,Competitive advantages,Differentiation tech. exp.,Differentiation tech. exp.,,,INV,INV1,Profitability,,,0.27,0.27,198,198
ss07etp,Competitive advantages,Strategic breadth,Strategic breadth,,,INV,INV1,Profitability,,,0.07,0.07,198,198
ss07etp,Competitive advantages,degree of global integration,degree of global integration,,,INV,INV4,Sales growth,,,-0.03,-0.03,198,198
ss07etp,Competitive advantages,Strategic breadth,Strategic breadth,,,INV,INV4,Sales growth,,,-0.01,-0.01,198,198
ss07etp,Resource-based view,Breadth start-up exp.,Breadth start-up exp.,,,CUS,CUS4,Generic differentiation,,,0.06,0.06,198,198
ss07etp,Resource-based view,Finance experience,Finance experience,,,CUS,CUS4,Generic differentiation,,,0.02,0.02,198,198
ss07etp,Resource-based view,Firm age,Firm age,,,CUS,CUS4,Generic differentiation,,,0.17,0.17,198,198
ss07etp,Resource-based view,International experience ,international experience ,,,CUS,CUS4,Generic differentiation,,,0.14,0.14,198,198
ss07etp,Resource-based view,International intensity,International intensity,,,CUS,CUS4,Generic differentiation,,,0.11,0.11,198,198
ss07etp,Resource-based view,Prior industry experience ,prior industry experience ,,,CUS,CUS4,Generic differentiation,,,0.23,0.23,198,198
ss07etp,Resource-based view,Start-up experience,Start-up experience,,,CUS,CUS4,Generic differentiation,,,0.01,0.01,198,198
ss07etp,Resource-based view,Strategic aggressiveness,Strategic aggressiveness,,,CUS,CUS4,Generic differentiation,,,0.63,0.63,198,198
ss07etp,Resource-based view,Technical experience ,technical experience ,,,CUS,CUS4,Generic differentiation,,,0.38,0.38,198,198
ss07etp,Resource-based view,technological intensity,technological intensity,,,CUS,CUS4,Generic differentiation,,,0.71,0.71,198,198
ss07etp,Resource-based view,Breadth start-up exp.,Breadth start-up exp.,,,INV,INV1,Profitability,,,0.02,0.02,198,198
ss07etp,Resource-based view,Finance experience,Finance experience,,,INV,INV1,Profitability,,,0.05,0.05,198,198
ss07etp,Resource-based view,Int’l intensity int’l exp,Int’l intensity int’l exp,,,INV,INV1,Profitability,,,-0.12,-0.12,198,198
ss07etp,Resource-based view,International experience ,international experience ,,,INV,INV1,Profitability,,,0.15,0.15,198,198
ss07etp,Resource-based view,International intensity,International intensity,,,INV,INV1,Profitability,,,0.06,0.06,198,198
